unit_id,cycle,phase,rpm,map_inhg,cht_c,egt_c,fuel_flow_lph,oil_press_psi,oil_temp_c,vibration_g,ambient_c,fault_mode,RUL
1,0,idle,1384.4002384063926,12.055468835944042,74.54171782755938,404.43196979783977,4.334459776211432,49.42210634992356,62.339046373815926,0.26494590762920756,34.34890121389908,none,999
1,1,idle,1411.2567679370968,11.94497916438109,74.72908408881119,403.5520548071249,3.7950115222447094,47.570645550815236,61.682392250667135,0.28448533107919355,34.34890121389908,none,999
1,2,idle,1414.1084707458683,12.16584814801221,75.4376487885918,407.3779674616252,4.226992593218485,48.135858334908264,61.919906729236935,0.19930016918447613,34.34890121389908,none,999
1,3,idle,1370.7344721701925,11.883401223267187,76.08819723596031,401.44679578478554,4.205186117608146,45.99210694919533,60.53706775845683,0.25045866240910647,34.34890121389908,none,999
1,4,idle,1380.4673073970653,12.124074478786271,74.65033967331883,398.22150842214484,3.872176179105161,48.26673616797664,59.535714214672694,0.24418666773448172,34.34890121389908,none,999
1,5,idle,1401.9176060475093,12.095927753080527,76.75535918228509,401.86628980149527,4.339535838296226,46.94111735848604,61.87251726814738,0.34222446012643204,34.34890121389908,none,999
1,6,idle,1395.2563611148462,11.987815389058413,73.44645714293699,385.3470281207361,4.149323542441798,48.19963501791151,62.04632657253235,0.34622480185062865,34.34890121389908,none,999
1,7,idle,1399.7479826374356,11.911723537526811,75.16866219669203,401.91442868192524,4.145670851023437,46.43879707781112,62.931503059574275,0.16678218033348996,34.34890121389908,none,999
1,8,idle,1387.2043410863962,12.030308159153053,79.05545964041046,381.7579358739261,4.004203328053881,48.5428582244776,63.29347843862219,0.37469635028639947,34.34890121389908,none,999
1,9,idle,1413.1909696229425,12.161527703232858,75.49723101999862,392.66960682862583,4.002806482572654,49.056685772068015,63.294621004033175,0.2050430413583669,34.34890121389908,none,999
1,10,idle,1411.6668790314343,12.457889114571431,77.31553957555256,403.3970751053327,3.9998900587113213,47.245275940800525,60.72873184077482,0.29974505977926363,34.34890121389908,none,999
1,11,idle,1400.9904604634182,12.191749295924195,75.3028864947637,402.484276975448,4.061236922398562,46.86549317581742,61.37449745222968,0.2985852929738828,34.34890121389908,none,999
1,12,idle,1416.9086181045204,12.261182841102759,76.04132260297148,395.83747737779015,4.255542526413554,45.88521748941226,62.210209677088116,0.2012465019569658,34.34890121389908,none,999
1,13,idle,1407.0126401337807,12.645068839494128,75.08649999509014,397.1236498036571,4.046011533038136,47.75069046625112,64.26289977256478,0.2750909897001123,34.34890121389908,none,999
1,14,idle,1387.1106130567514,12.10319169535357,74.91548322679503,406.85270494307065,3.8632834565294063,47.41840606571839,63.21082329785396,0.2446233127866968,34.34890121389908,none,999
1,15,idle,1405.5312617612374,12.11851411401351,74.00292712684086,398.1194846359159,4.138504029936676,46.46247146999643,62.85093494605709,0.2780537722902316,34.34890121389908,none,999
1,16,idle,1385.616760987565,12.14080301486433,75.81700829417,411.21460156201493,4.138172611959218,48.45301875631217,61.34346797404214,0.2615336151190313,34.34890121389908,none,999
1,17,idle,1413.1767545196092,11.849628285534482,73.89753045082445,401.27593776042164,4.13355119749051,47.58216804379293,60.850351155110985,0.31062043490995195,34.34890121389908,none,999
1,18,idle,1399.2511113352061,11.911219672716248,76.17253905749772,402.0401808844063,4.111824835978747,46.92426404135477,62.52213655513792,0.2537699771573031,34.34890121389908,none,999
1,19,idle,1397.227064546821,11.898766146661533,76.80143692906815,408.08437199249306,3.9593607804763287,47.44542759435955,60.63225173529912,0.24160629652868443,34.34890121389908,none,999
1,20,idle,1389.7860568339408,12.129522795443913,75.7226683960457,400.6551355809671,3.860651624930413,49.07130453892962,61.49416728977641,0.304803211652859,34.34890121389908,none,999
1,21,idle,1418.3381200801105,12.036728482990338,74.74824935642076,396.77736498241046,3.918970819765155,48.647664065901836,61.62110068992527,0.2801379762965954,34.34890121389908,none,999
1,22,idle,1397.682057768968,12.027644685094861,75.85781220747725,399.45136274152856,3.7546805127313214,47.86997393850151,63.32842205648536,0.2865906697160444,34.34890121389908,none,999
1,23,idle,1393.5750826675535,12.217490924029693,74.71311839550171,399.8219463190496,4.035542291731892,48.61910501846485,61.38045136626952,0.21677066638707015,34.34890121389908,none,999
1,24,idle,1394.7179967426766,12.172630147740827,76.57873488311697,393.1762917389922,3.987482682516011,46.83908804361326,59.29554495848589,0.1977368609300763,34.34890121389908,none,999
1,25,idle,1407.9846377833003,11.998815361472921,72.42994966536762,399.4998286953252,3.955424043251349,48.05184482702776,62.240450232097764,0.22210076099488324,34.34890121389908,none,999
1,26,idle,1405.4816609654613,11.887392828294448,74.67451041979942,396.82383572176514,3.5713640716214288,48.16069223528027,61.03768211324006,0.21929317833581574,34.34890121389908,none,999
